ch1,ch2,ch3,ch4
-7.44,-371.33,-94.5,21.95
-21.72,-554.85,-89.29,19.67
-60.79,-680.66,-102.5,-1.69
25.21,-147.2,-91.39,20.2
-70.71,-500.18,-88.11,20.74
-1.14,-650.22,-85.67,21.22
-0.21,-546.42,-95.41,-1.56
-1.77,-345.96,-84.64,21.02
-6.69,-506.06,-87.7,15.68
-8.61,-463.52,-91.21,14.56
-12.19,-588.28,-84.73,30.91
-25.54,-523.85,-91.89,9.65
-67.62,-460.82,-95.15,24.02
-37.67,-493.85,-89.08,24.46
14.51,-441.74,-92.66,22.28
0.59,-495.57,-88.44,27.94
-33.43,-642.59,-99.9,10.66
-65.26,-146.75,-100.73,14.64
6.01,-640.05,-78.97,33.68
-6.5,-436.54,-100.19,12.21
-19.98,-442.81,-97.7,17.15
-9.56,-605.91,-90.8,26.96
-38.63,-579.87,-87.2,18.69
10.65,-312.83,-99.34,18.43
-67.93,-495.84,-94.48,19.82
7.16,-380.72,-88.87,14.62
-86.12,-539.26,-94.34,8.67
-49.17,-504.27,-79.3,31.24
16.94,-475.31,-85.3,18.48
15.28,-504.46,-98.12,-0.67
30.38,-258.87,-97.15,13.13
-59.59,-682.82,-86.76,32.9
-18.98,-398.08,-90.69,15.52
-11.74,-464.89,-94.39,15.96
-43.18,-480.06,-96.26,9.64
-31.22,-504.61,-91.71,23.79
-35.64,-502.08,-102.89,12.36
-30.74,-500.57,-97.13,10.4
-52.13,-468.59,-98.34,14.22
-3.41,-347.95,-97.67,10.97
-38.68,-464.17,-94.46,32.62
-29.47,-437.78,-93.26,23.9
-55.59,-354.88,-96.36,17.86
0.56,-608.79,-104.26,10.28
30.95,-471.77,-98.89,28.89
-68.59,-427.04,-96.25,23.51
12.21,-502.12,-93.68,23.18
-30.31,-498.59,-100.2,10.37
-14.87,-520.17,-103.81,8.03
-32.84,-458.88,-103.33,17.24
