ch1,ch2,ch3,ch4
28.43,-102.45,145.76,86.19
-12.85,-331.67,198.02,187.08
-143.15,-369.2,192.08,157.53
34.32,-120.77,183.16,147.07
5.02,-435.1,175.39,149.23
33.74,-343.4,178.71,148.81
9.67,-285.1,174.17,144.5
26.65,-313.21,161.26,133.44
-54.68,-312.24,180.97,140.11
-126.14,-343.73,169.34,126.52
-59.51,-218.92,155.39,113.83
-85.76,-193.08,162.38,133.8
147.79,-331.46,141.32,110.75
67.67,37.53,163.14,151.34
-39.84,-360.01,149.21,124.98
10.84,-348.62,185.73,173.2
-56.16,-645.15,158.28,124.21
35.89,-89.7,168.55,148.22
-3.61,-246.73,156.2,131.34
-1.17,-320.97,149.09,129.3
-17.79,-106.56,152.02,130.77
2.13,-417.06,142.05,130.43
-67.56,-293.11,153.65,141.87
-197.54,-281.56,147.37,126.48
75.84,-360.32,140.83,136.3
-31.9,-322.06,138.03,125.36
-158.91,-369.43,116.45,88.5
-14.91,-288.4,143.88,141.47
-71.37,-303.88,136.73,139.43
-40.16,-279.26,101.44,93.95
-25.39,-181.36,132.78,139.11
-165.94,-306.36,139.75,144.01
33.0,-110.07,97.04,88.04
72.03,-216.5,129.14,141.62
84.61,-233.55,137.0,159.45
-7.42,-389.31,121.79,133.88
0.32,-367.98,88.37,76.08
-101.22,-303.93,134.07,150.92
67.62,-159.27,138.09,163.87
-41.8,-308.01,114.78,126.27
-79.0,-204.95,104.44,122.2
13.95,-12.65,106.29,112.98
-89.79,-598.43,115.4,135.86
-136.04,-356.38,104.86,118.88
72.83,-118.93,78.36,90.17
-118.0,-408.23,83.32,98.45
26.09,-145.53,130.0,175.14
-93.63,-541.74,71.43,73.31
-131.17,22.34,138.24,194.54
114.67,-374.09,98.0,136.78
