ch1,ch2,ch3,ch4
-45.73,-406.19,-107.99,3.04
-47.77,-555.93,-114.5,-10.07
11.4,-157.72,-109.07,-12.16
-65.78,-674.3,-93.1,33.76
33.75,-534.93,-93.56,34.35
-115.67,-464.84,-108.18,4.47
9.59,-539.9,-95.61,40.65
33.03,-421.33,-92.72,35.07
13.83,-353.23,-98.15,24.52
-113.5,-631.64,-109.0,15.3
94.26,-265.72,-108.42,17.08
-22.53,-597.87,-86.63,41.97
-21.12,-538.55,-95.5,23.86
22.06,-432.36,-106.17,12.68
-120.21,-577.08,-99.51,23.79
7.56,-451.61,-98.39,28.05
11.11,-483.39,-98.89,16.15
-44.77,-450.05,-103.96,4.68
-97.64,-565.82,-100.4,21.33
75.45,-316.16,-99.07,21.56
-21.0,-558.02,-95.23,19.71
-218.66,-324.87,-118.78,-6.3
125.0,-360.69,-103.06,28.88
32.51,-650.33,-94.33,38.22
-4.96,-507.85,-102.49,16.41
-25.4,-633.85,-110.19,8.88
-27.25,-411.02,-93.4,27.76
-44.06,-475.23,-96.09,14.99
-38.5,-532.78,-97.32,15.74
-18.58,-426.24,-110.97,7.4
-67.25,-408.02,-120.28,-4.18
58.39,-485.4,-87.76,46.87
31.14,-522.69,-94.2,30.84
-12.21,-542.12,-106.87,14.92
6.98,-479.67,-107.57,1.29
-42.49,-516.45,-98.35,23.48
-35.29,-517.67,-98.68,21.42
-14.53,-488.97,-102.08,15.98
-48.01,-509.85,-101.19,13.51
-103.69,-443.81,-98.34,-7.58
10.85,-336.41,-98.37,23.16
-61.84,-585.15,-97.62,21.53
-35.73,-532.99,-104.85,26.17
47.16,-435.94,-103.84,19.0
10.19,-511.73,-102.22,21.92
17.3,-533.35,-102.36,18.53
0.43,-442.66,-103.9,12.69
-38.68,-585.97,-100.45,11.09
-52.71,-629.9,-103.34,4.35
-156.0,-103.57,-104.92,-2.51
