ch1,ch2,ch3,ch4
-33.37,-366.78,-99.83,36.92
-131.37,-540.42,-98.04,29.41
-203.9,-510.1,-111.8,5.32
238.18,-180.24,-107.08,20.39
14.28,-699.38,-102.06,31.82
6.11,-403.49,-97.23,23.34
-1.82,-511.38,-97.94,32.33
22.23,-67.05,-123.24,-19.01
-77.83,-686.37,-98.36,39.49
-14.64,-505.55,-92.73,38.04
-16.39,-343.54,-125.22,-10.83
-71.9,-480.26,-87.68,58.42
-207.06,-666.84,-108.85,21.41
169.65,-432.26,-107.6,41.28
16.61,-382.8,-105.98,23.54
-13.78,-581.88,-96.45,42.4
-85.33,-518.16,-102.87,28.14
15.46,-540.97,-113.67,14.33
-4.02,-367.51,-112.19,23.4
-58.18,-569.88,-91.15,47.53
-110.94,-429.31,-106.05,15.8
-23.95,-346.69,-120.5,-0.12
118.58,-438.0,-99.78,39.19
-208.54,-589.48,-109.55,20.16
50.89,-509.03,-121.68,1.54
-54.52,-350.07,-93.0,43.51
70.49,-651.65,-104.73,39.78
-64.27,-525.49,-111.38,9.44
-50.08,-180.25,-129.06,-0.61
-95.5,-550.92,-112.91,27.78
114.49,-579.81,-72.94,80.58
5.83,-455.52,-94.55,34.49
52.91,-464.04,-111.39,20.63
-259.14,-336.67,-110.78,23.97
70.21,-364.25,-125.58,-1.81
65.64,-635.88,-89.88,58.63
12.57,-539.36,-105.01,30.99
-64.79,-553.65,-102.82,38.87
-65.99,-498.11,-109.87,19.88
-19.95,-570.16,-111.37,19.62
18.52,-450.89,-110.37,19.59
2.34,-474.13,-98.88,38.07
-132.67,-446.31,-98.15,27.95
51.21,-138.28,-117.35,18.3
6.74,-715.93,-113.52,33.28
11.33,-508.59,-104.93,32.94
-233.12,-567.77,-110.6,20.24
78.52,-132.07,-102.97,43.58
0.63,-588.9,-108.46,20.41
3.77,-691.85,-116.63,16.67
