ch1,ch2,ch3,ch4
-2.95,-421.83,-114.34,31.94
25.29,-295.68,-117.7,13.3
-3.44,-556.21,-109.55,25.45
-50.72,-478.74,-106.72,24.07
-9.7,-533.76,-106.03,25.68
-58.97,-322.67,-102.44,30.85
26.64,-570.22,-105.59,25.73
-7.42,-481.87,-106.39,26.97
-79.83,-536.01,-103.8,29.23
15.77,-380.67,-111.93,21.64
-280.24,-540.96,-89.67,34.62
173.52,-420.85,-113.83,19.1
32.02,-561.86,-107.16,22.87
-25.77,-398.44,-100.89,32.78
-44.4,-395.27,-105.5,26.69
-39.3,-231.5,-99.99,33.12
81.89,-628.03,-115.91,26.22
7.08,-640.86,-103.1,39.09
-31.83,-524.66,-108.14,23.58
-102.8,-444.99,-109.57,26.92
2.66,-454.94,-88.97,49.54
19.25,-543.09,-105.79,31.09
-43.29,-437.59,-95.56,34.26
-87.95,-466.95,-112.17,19.93
97.03,-225.22,-100.28,40.3
2.58,-615.8,-97.34,26.81
-15.61,-513.43,-102.46,29.89
-87.49,-678.58,-114.93,8.19
57.43,-228.41,-104.51,35.35
-46.12,-568.96,-96.9,44.22
-87.42,-505.78,-101.33,25.51
-30.32,-416.71,-105.26,20.52
77.24,-525.71,-100.53,36.75
0.39,-495.1,-105.21,22.45
-211.8,-489.39,-104.32,14.7
136.52,-274.71,-109.09,19.72
71.75,-600.19,-99.34,49.47
-26.2,-517.3,-94.86,35.5
-15.46,-431.17,-106.42,22.74
-1.46,-477.57,-110.92,19.65
-17.19,-348.69,-105.83,18.62
-211.86,-700.17,-102.2,29.35
35.34,-468.93,-97.27,39.24
126.87,-373.99,-111.03,17.34
-27.76,-442.35,-105.49,30.19
-27.59,-490.68,-94.91,39.29
-96.72,-194.21,-108.66,14.23
64.43,-763.84,-100.73,40.9
-17.79,-459.25,-103.48,21.48
11.57,-531.38,-99.37,28.97
